,Time (sec),throughput
746,15.699214940881587,25631
747,15.728551839735267,25702
748,15.757888738588948,25773
749,15.787225637442628,25844
750,15.816562536296308,25915
751,15.845899435149988,25986
752,15.875236334003668,26057
753,15.904573232857349,26128
754,15.940744875193856,26200
755,15.982835716457187,26273
756,16.02531144305385,26346
757,16.068151084317183,26419
758,16.1053533265775,26492
759,16.13555779106235,26565
760,16.1657622555472,26638
761,16.19596672003205,26711
762,16.2261711845169,26784
763,16.25637564900175,26857
764,16.2865801134866,26930
765,16.32370573647073,27004
766,16.360958405854856,27078
767,16.403700352064796,27153
768,16.44684580760807,27228
769,16.484766690325532,27303
770,16.52298819323347,27378
771,16.55368187371832,27453
772,16.584375554203167,27528
773,16.615069234688015,27603
774,16.645762915172863,27678
775,16.68337775415699,27754
776,16.721119639541115,27830
777,16.759348490258574,27906
778,16.79787796116651,27982
779,16.82892210565136,28058
780,16.866887408635485,28135
781,16.90497975801961,28212
782,16.948561384229553,28290
783,16.992546519772826,28368
784,17.031240010490286,28446
785,17.070234121398222,28524
786,17.10174444188307,28602
787,17.140175920867197,28681
788,17.178734446251323,28760
789,17.222782248461264,28840
790,17.267233560004538,28920
791,17.306314250721996,29000
792,17.345695561629935,29080
793,17.37752613811478,29160
794,17.409356714599628,29240
795,17.448108449583756,29321
796,17.486987230967884,29402
797,17.526352977685345,29483
798,17.566019344593283,29564
799,17.598367004980005,29645
800,17.630714665366728,29726
801,17.66306232575345,29807
802,17.695409986140174,29888
803,17.727757646526896,29969
804,17.76010530691362,30050
805,17.792452967300342,30131
806,17.824800627687065,30212
807,17.857148288073788,30293
808,17.88949594846051,30374
809,17.921843608847233,30455
810,17.954191269233956,30536
811,17.98653892962068,30617
812,18.0188865900074,30698
813,18.063472530672044,30781
814,18.10835827720335,30864
815,18.153647533067993,30947
816,18.199290369732633,31030
817,18.232082830119356,31113
818,18.26487529050608,31196
819,18.297667750892803,31279
820,18.33726703764836,31363
821,18.382400050313002,31448
822,18.427917948310977,31533
823,18.47379976097562,31618
824,18.514635087654984,31703
825,18.547912028041708,31788
826,18.587995794797262,31874
827,18.62820660795282,31960
828,18.668904386441707,32046
829,18.70990278512107,32132
830,18.743572429507793,32218
831,18.777242073894516,32304
832,18.81091171828124,32390
833,18.844581362667963,32476
834,18.878251007054686,32562
835,18.91192065144141,32648
836,18.945590295828133,32734
837,18.98606676658369,32821
838,19.032076963248333,32909
839,19.078472045246308,32997
840,19.12523104191095,33085
841,19.171706251908926,33174
842,19.212621449064482,33263
843,19.25402361155337,33352
844,19.295726394232737,33441
845,19.336825420469967,33531
846,19.378051493107197,33621
847,19.41976453107776,33711
848,19.4617781892388,33801
849,19.496102872914413,33891
850,19.530427556590027,33981
851,19.56475224026564,34071
852,19.60599949050287,34162
853,19.652572690723158,34254
854,19.699530776276777,34346
855,19.756590671408134,34439
856,19.813797702539492,34533
857,19.86126983609311,34627
858,19.909105884313398,34721
859,19.95681737786702,34816
860,19.99926380250425,34911
861,20.0471066645912,35007
862,20.09535303601149,35103
863,20.13843119398205,35199
864,20.18180997214309,35295
865,20.217469439818704,35391
866,20.253128907494318,35487
867,20.288788375169933,35583
868,20.324447842845547,35679
869,20.360107310521162,35775
870,20.395766778196776,35871
871,20.43142624587239,35967
872,20.467085713548006,36063
873,20.50274518122362,36159
874,20.538404648899235,36255
875,20.57406411657485,36351
876,20.609723584250464,36447
877,20.64538305192608,36543
878,20.68796508616331,36640
879,20.73067416680054,36737
880,20.773870212771104,36834
881,20.817366878932145,36931
882,20.85343123331252,37028
883,20.889495587692895,37125
884,20.92555994207327,37222
885,20.961624296453646,37319
886,20.99768865083402,37416
887,21.033753005214397,37513
888,21.069817359594772,37610
889,21.105881713975148,37707
890,21.143611092355524,37804
891,21.193585659499703,37903
892,21.24386003251055,38002
893,21.294537914854732,38101
894,21.345569377998913,38200
895,21.382069316379287,38299
896,21.41856925475966,38398
897,21.455069193140034,38497
898,21.49308452352041,38596
899,21.531099853900784,38695
900,21.56911518428116,38794
901,21.607130514661534,38893
902,21.65205110128895,38993
903,21.697098734316366,39093
904,21.742633332677116,39193
905,21.78846855122834,39293
906,21.826791081608718,39393
907,21.865113611989095,39493
908,21.903436142369472,39593
909,21.94175867274985,39693
