,Request Id,request_e2e_time_normalized,cdf
1751,1751,0.35738085324705404,0.768
1747,1747,0.357432026593619,0.7685
1197,1197,0.35744645069312897,0.769
1749,1749,0.35746627132634606,0.7695
1748,1748,0.357473734020667,0.77
1750,1750,0.3575153079985285,0.7705
1744,1744,0.3577144402806238,0.771
1745,1745,0.35776348138679914,0.7715
1329,1329,0.3577941278727524,0.772
1746,1746,0.3578481098279109,0.7725
1743,1743,0.3578558683216669,0.773
1742,1742,0.35791454102657333,0.7735
1741,1741,0.3579574361850563,0.774
1740,1740,0.35809915883302773,0.7745
1576,1576,0.3581691597016056,0.775
1739,1739,0.3583375058690878,0.7755
1738,1738,0.35837613934479917,0.776
1737,1737,0.35926420756259775,0.7765
1736,1736,0.35941348995600836,0.777
1575,1575,0.3594314645702828,0.7775
1731,1731,0.3594760589725073,0.778
1732,1732,0.3595069662897421,0.7785
1733,1733,0.3595424334392405,0.779
1456,1456,0.3595490599300899,0.7795
1735,1735,0.3595658756288823,0.78
1734,1734,0.3595955115644268,0.7805
1729,1729,0.3597396425629416,0.781
1728,1728,0.35979233291096135,0.7815
1730,1730,0.35979869011797594,0.782
1723,1723,0.35998052831560046,0.7825
1727,1727,0.3600071025386945,0.783
1724,1724,0.3600196389786857,0.7835
1725,1725,0.3601395497675213,0.784
1726,1726,0.36016276317135004,0.7845
1722,1722,0.36017356933929645,0.785
1079,1079,0.3603621076573951,0.7855
1328,1328,0.36056884322176913,0.786
1721,1721,0.36058059733528397,0.7865
1720,1720,0.3605912973236971,0.787
1719,1719,0.3606486163018935,0.7875
1196,1196,0.36066126792847614,0.788
1718,1718,0.3609323575244113,0.7885
1574,1574,0.3611640908535093,0.789
1717,1717,0.361390661190839,0.7895
1455,1455,0.3614241934846904,0.79
1716,1716,0.3614653344319252,0.7905
362,362,0.3616082113332053,0.791
1573,1573,0.3631380792570504,0.7915
1327,1327,0.3637156871645653,0.792
601,601,0.3639859059310285,0.7925
1195,1195,0.3641590117332272,0.793
1454,1454,0.3642011965243235,0.7935
1715,1715,0.3642658526643948,0.794
1078,1078,0.3644980817473545,0.7945
1572,1572,0.36472890942298836,0.795
1714,1714,0.3659544922800006,0.7955
1326,1326,0.3660691660086509,0.796
1571,1571,0.36689566123219236,0.7965
957,957,0.3672189060316997,0.797
1713,1713,0.3674964302398314,0.7975
1570,1570,0.36866136616390227,0.798
1325,1325,0.3691128637023899,0.7985
1077,1077,0.36925570465592283,0.799
1712,1712,0.36931457120735406,0.7995
1453,1453,0.37037833896885763,0.8
1569,1569,0.3706902220800494,0.8005
1711,1711,0.371306542943415,0.801
1324,1324,0.37236280319772036,0.8015
1452,1452,0.3724887336012971,0.802
1568,1568,0.3726670691741168,0.8025
1710,1710,0.37287523822049246,0.803
1076,1076,0.37312221763733555,0.8035
1890,1890,0.3732646774217773,0.804
1888,1888,0.3733197949114445,0.8045
1889,1889,0.37335371347680046,0.805
1887,1887,0.3736508839831554,0.8055
1709,1709,0.3741735479374464,0.806
1886,1886,0.3741990369391065,0.8065
1885,1885,0.3744453022628739,0.807
1567,1567,0.3745191265996015,0.8075
1194,1194,0.3745921258799551,0.808
1884,1884,0.37474194351920115,0.8085
1883,1883,0.374884443294762,0.809
1323,1323,0.37496556576709367,0.8095
1882,1882,0.3751086602906832,0.81
1451,1451,0.37517275359543556,0.8105
1881,1881,0.3751953120808252,0.811
1879,1879,0.3752085540234766,0.8115
1880,1880,0.3752608246506638,0.812
1875,1875,0.37528289751533933,0.8125
1877,1877,0.375311306927231,0.813
1878,1878,0.37535463730656626,0.8135
1876,1876,0.375355066451006,0.814
1708,1708,0.37584252413556163,0.8145
1874,1874,0.3759247602779864,0.815
1873,1873,0.37623872424428995,0.8155
1566,1566,0.37637601285739547,0.816
1871,1871,0.37639441525254663,0.8165
1872,1872,0.3764833463663237,0.817
1870,1870,0.37683660795218793,0.8175
1868,1868,0.3769962619371645,0.818
1869,1869,0.3770550483599783,0.8185
1450,1450,0.3773774662044061,0.819
1707,1707,0.3775121798417234,0.8195
1867,1867,0.3776590554773939,0.82
1193,1193,0.37783982874059885,0.8205
1322,1322,0.3782733572903112,0.821
1864,1864,0.37828380813244,0.8215
1865,1865,0.3783331798151146,0.822
1866,1866,0.37833962508473723,0.8225
1565,1565,0.37852489955344965,0.823
1863,1863,0.378629087741931,0.8235
1862,1862,0.37893770327293125,0.824
1861,1861,0.3789596750107612,0.8245
1860,1860,0.37902006540230365,0.825
1706,1706,0.37920258896033177,0.8255
1859,1859,0.37957695699009336,0.826
1858,1858,0.3797399074518451,0.8265
1857,1857,0.3799212823690843,0.827
1449,1449,0.3801541941840935,0.8275
1856,1856,0.3804453721300394,0.828
1855,1855,0.3806579626758194,0.8285
1705,1705,0.3810711069223811,0.829
1564,1564,0.38112846697700936,0.8295
1192,1192,0.38127314933535567,0.83
1321,1321,0.3814461337990391,0.8305
1854,1854,0.38152352475882023,0.831
1704,1704,0.38276032879731625,0.8315
1853,1853,0.382883876915156,0.832
1448,1448,0.38290449916137215,0.8325
1849,1849,0.38310834205133115,0.833
1846,1846,0.3831269234617045,0.8335
1847,1847,0.3831299423942419,0.834
1852,1852,0.3831696084256098,0.8345
1848,1848,0.3831770256156687,0.835
1850,1850,0.383214426792674,0.8355
1851,1851,0.38321761820382316,0.836
1845,1845,0.38337916915675546,0.8365
1844,1844,0.38352685785497104,0.837
1843,1843,0.38373052125500784,0.8375
716,716,0.38382805585281915,0.838
1840,1840,0.38427415345725435,0.8385
1841,1841,0.3842997794629143,0.839
1839,1839,0.3843077040028329,0.8395
1842,1842,0.38433631783347366,0.84
1838,1838,0.38445940877474166,0.8405
1835,1835,0.38455653686281493,0.841
1836,1836,0.38457711393697447,0.8415
1837,1837,0.384594848961134,0.842
1075,1075,0.384684207205689,0.8425
1320,1320,0.3847066062673422,0.843
1834,1834,0.3847750342492417,0.8435
1833,1833,0.38479287455007055,0.844
1832,1832,0.38502928549232857,0.8445
1831,1831,0.3851573849845971,0.845
1830,1830,0.3853493953267599,0.8455
1563,1563,0.3855378060523284,0.846
833,833,0.3858266448864051,0.8465
1829,1829,0.3858843294265049,0.847
1828,1828,0.38625506997723436,0.8475
1826,1826,0.38636133593933375,0.848
1825,1825,0.3863851088989021,0.8485
1827,1827,0.3864272574844545,0.849
1447,1447,0.3867235067438659,0.8495
1703,1703,0.3886286905101913,0.85
1562,1562,0.3890434380272578,0.8505
1824,1824,0.3894874614125793,0.851
1999,1999,0.3896787937865959,0.8515
1997,1997,0.38984333929758147,0.852
1998,1998,0.389843907948186,0.8525
1996,1996,0.3899939297803769,0.853
1995,1995,0.39001086570904336,0.8535
956,956,0.390032292629079,0.854
1994,1994,0.39017430766139694,0.8545
1993,1993,0.39021855528205457,0.855
1446,1446,0.39023976706372543,0.8555
1992,1992,0.3903259195104456,0.856
1074,1074,0.3903304383785445,0.8565
1991,1991,0.3905202798254485,0.857
1990,1990,0.39061057333768606,0.8575
1989,1989,0.39067268234167013,0.858
1988,1988,0.3907079289094786,0.8585
1702,1702,0.39070819784509864,0.859
1987,1987,0.3910730678485579,0.8595
1986,1986,0.3915009561238958,0.86
1823,1823,0.39170973488324207,0.8605
1985,1985,0.3919886121355402,0.861
1984,1984,0.3921203055549807,0.8615
1983,1983,0.392186028525345,0.862
1982,1982,0.39246803495833665,0.8625
1701,1701,0.39251450068060556,0.863
1981,1981,0.3926571489726847,0.8635
1445,1445,0.3927371184195899,0.864
1822,1822,0.3931080884082743,0.8645
1980,1980,0.39343265837220565,0.865
1979,1979,0.39348852916453625,0.8655
1978,1978,0.39368060718610237,0.866
1319,1319,0.3938257140205311,0.8665
1977,1977,0.39388783943191596,0.867
1975,1975,0.39406484598415,0.8675
1976,1976,0.3940801027997163,0.868
1974,1974,0.394087329512273,0.8685
1973,1973,0.3942284176016072,0.869
1972,1972,0.3945023778781711,0.8695
1971,1971,0.39454452859139105,0.87
1700,1700,0.3947727847904987,0.8705
1970,1970,0.394836810067381,0.871
1969,1969,0.3948646655816848,0.8715
1967,1967,0.39509473731067984,0.872
1968,1968,0.395098350565871,0.8725
1821,1821,0.3951733932543514,0.873
1966,1966,0.3952438535128711,0.8735
1965,1965,0.39538238433921546,0.874
1444,1444,0.3957925514841103,0.8745
1964,1964,0.39586150909972767,0.875
1963,1963,0.3960163221702471,0.8755
1561,1561,0.3960767878013224,0.876
1962,1962,0.3960799073626207,0.8765
1961,1961,0.39650360687004,0.877
1699,1699,0.39656727305580486,0.8775
1960,1960,0.3965894523165195,0.878
1959,1959,0.3966088372233618,0.8785
1958,1958,0.3966562508584104,0.879
1820,1820,0.39698822178522364,0.8795
1957,1957,0.3970394316508989,0.88
1318,1318,0.39718225890434494,0.8805
1956,1956,0.39731363566533034,0.881
1955,1955,0.39826896216927976,0.8815
1698,1698,0.3983173644977292,0.882
1954,1954,0.39839009242119827,0.8825
1952,1952,0.3984668523007564,0.883
1953,1953,0.39847139805614074,0.8835
1560,1560,0.3985099670781779,0.884
1951,1951,0.3985501372838091,0.8845
1950,1950,0.39868493843672465,0.885
1949,1949,0.3987633115705503,0.8855
1948,1948,0.39906314794007175,0.886
1819,1819,0.3992169371837606,0.8865
1317,1317,0.3992335547344819,0.887
1947,1947,0.3992655858965087,0.8875
1946,1946,0.39928124495290823,0.888
1191,1191,0.39948286713041614,0.8885
1559,1559,0.40034018807491917,0.889
1443,1443,0.4006131393147674,0.8895
1697,1697,0.40078717289262916,0.89
1818,1818,0.401475040529964,0.8905
1696,1696,0.402690608491997,0.891
1190,1190,0.4027376132141825,0.8915
1945,1945,0.40312139830955435,0.892
1442,1442,0.40324354581060046,0.8925
1817,1817,0.4032949015002721,0.893
1073,1073,0.4037605220085138,0.8935
1558,1558,0.40406103796561993,0.894
1944,1944,0.4052032892808273,0.8945
1695,1695,0.40544973638863996,0.895
1816,1816,0.40575977205051517,0.8955
1557,1557,0.4063579638417232,0.896
1943,1943,0.40678071815806777,0.8965
1694,1694,0.4073762017899341,0.897
1815,1815,0.40748315190059226,0.8975
1072,1072,0.408339020905248,0.898
1316,1316,0.4086789120695629,0.8985
1814,1814,0.4089740638186206,0.899
1942,1942,0.4091748607216687,0.8995
1556,1556,0.40960139107298454,0.9
1693,1693,0.4098452278314997,0.9005
1813,1813,0.41084612914248947,0.901
1941,1941,0.410862061507517,0.9015
1441,1441,0.41136500798706277,0.902
1555,1555,0.41255346694733014,0.9025
1812,1812,0.412605268732787,0.903
1940,1940,0.4132465250218852,0.9035
1315,1315,0.4145348458061252,0.904
1811,1811,0.4147504561342606,0.9045
1939,1939,0.41516389198928805,0.905
1440,1440,0.4158891545978463,0.9055
1692,1692,0.41653412786258603,0.906
1938,1938,0.4171873283414828,0.9065
1314,1314,0.4180678340999228,0.907
1691,1691,0.41869648016377997,0.9075
1439,1439,0.4191257357491545,0.908
1554,1554,0.41962481895838355,0.9085
1810,1810,0.42089737706787833,0.909
1690,1690,0.4219472903015195,0.9095
1313,1313,0.42280888014795687,0.91
1438,1438,0.4229011259086058,0.9105
1937,1937,0.4229655728899656,0.911
1809,1809,0.4235306437709078,0.9115
1689,1689,0.4243738141992924,0.912
1071,1071,0.42486239249805835,0.9125
1936,1936,0.42519166611598475,0.913
1808,1808,0.4260188848201595,0.9135
1437,1437,0.4269747358479886,0.914
1688,1688,0.42743846518623696,0.9145
1807,1807,0.4275556209217473,0.915
1935,1935,0.4278235427589152,0.9155
1934,1934,0.4295998045570664,0.916
1687,1687,0.4303349266395628,0.9165
1436,1436,0.4304472356524045,0.917
1806,1806,0.43046520142383343,0.9175
1553,1553,0.4305114556461774,0.918
1070,1070,0.43154649340326245,0.9185
1933,1933,0.43211097830176987,0.919
1805,1805,0.4326385655404778,0.9195
1686,1686,0.433139122329791,0.92
1312,1312,0.4341576083069342,0.9205
1932,1932,0.43417658944963733,0.921
1552,1552,0.4342839548400816,0.9215
1804,1804,0.43511890947623993,0.922
1435,1435,0.43545932030909107,0.9225
1685,1685,0.4358203370519494,0.923
1551,1551,0.4370166052899454,0.9235
1803,1803,0.4371022796199785,0.924
1069,1069,0.4387327824731456,0.9245
1684,1684,0.43899833412868394,0.925
1434,1434,0.4393695465056253,0.9255
1802,1802,0.4402723201779301,0.926
1311,1311,0.44050602750375145,0.9265
1931,1931,0.44116092260069234,0.927
1683,1683,0.4427688399570424,0.9275
1801,1801,0.4432276127595881,0.928
1930,1930,0.44339736755157005,0.9285
1433,1433,0.44448206882998836,0.929
1800,1800,0.44531602887569877,0.9295
1929,1929,0.44611235022369117,0.93
1432,1432,0.44766051137599505,0.9305
1799,1799,0.4482671852571499,0.931
955,955,0.44839905485258247,0.9315
1928,1928,0.44934093618777043,0.932
1798,1798,0.45108055975860106,0.9325
953,953,0.4512533269414364,0.933
1682,1682,0.4514431318982551,0.9335
1927,1927,0.4516299343209716,0.934
1431,1431,0.451973318271532,0.9345
1797,1797,0.4536110149240102,0.935
1550,1550,0.453853535968246,0.9355
1926,1926,0.4545056089084634,0.936
1796,1796,0.4563183060563463,0.9365
1925,1925,0.4569655762166462,0.937
361,361,0.4583646180789833,0.9375
1068,1068,0.4583771456326962,0.938
1795,1795,0.4597969765908187,0.9385
1681,1681,0.4598140609291126,0.939
1924,1924,0.4601838737255753,0.9395
1189,1189,0.4613938799053276,0.94
1310,1310,0.4623341521345834,0.9405
1430,1430,0.4625154749673873,0.941
1794,1794,0.46325691443834366,0.9415
1923,1923,0.4635543014203581,0.942
1680,1680,0.46469022280878736,0.9425
1549,1549,0.46606330403739604,0.943
1793,1793,0.4670105668660476,0.9435
1922,1922,0.46737964224981576,0.944
1309,1309,0.4675581997229289,0.9445
1679,1679,0.46869675574044467,0.945
1429,1429,0.4697961514290817,0.9455
1792,1792,0.4703706859263918,0.946
1678,1678,0.47258439915862166,0.9465
1066,1066,0.47405617934420374,0.947
1791,1791,0.4746109086779717,0.9475
1921,1921,0.4755354959471405,0.948
1677,1677,0.47660576358116596,0.9485
1920,1920,0.4782190455905968,0.949
1548,1548,0.47837381226652786,0.9495
1067,1067,0.4791761964875252,0.95
1428,1428,0.4807047718841109,0.9505
1676,1676,0.4819821319056554,0.951
1919,1919,0.4820184743813654,0.9515
715,715,0.48324174162059097,0.952
1790,1790,0.4845186185657832,0.9525
1918,1918,0.4854103389448984,0.953
1675,1675,0.48616310023775766,0.9535
1789,1789,0.48761414180298446,0.954
1427,1427,0.48850247077965947,0.9545
1917,1917,0.4889283070984642,0.955
360,360,0.49091917052178624,0.9555
1788,1788,0.4925195168422525,0.956
1916,1916,0.4928209109478408,0.9565
1547,1547,0.4935363194661923,0.957
1426,1426,0.4953869164359,0.9575
1787,1787,0.4959813690285177,0.958
1915,1915,0.49696414439866626,0.9585
1188,1188,0.49862222768372977,0.959
1674,1674,0.4987123268104252,0.9595
1064,1064,0.4987554994268868,0.96
954,954,0.4999986668286713,0.9605
1914,1914,0.5003084466154468,0.961
1425,1425,0.5014871911907878,0.9615
1913,1913,0.5042534383126847,0.962
1786,1786,0.505204245204248,0.9625
1673,1673,0.5057589840595592,0.963
1546,1546,0.5059008575349975,0.9635
1424,1424,0.5083432621559428,0.964
1912,1912,0.5087196798091647,0.9645
1065,1065,0.5101714579682309,0.965
1672,1672,0.5113286025928254,0.9655
1911,1911,0.512695206548222,0.966
1423,1423,0.515035647416177,0.9665
1671,1671,0.5160452166027603,0.967
1785,1785,0.516528233037412,0.9675
1670,1670,0.5214452509833155,0.968
1422,1422,0.5220283633126129,0.9685
1910,1910,0.5238414450877061,0.969
1545,1545,0.5244851725040087,0.9695
1308,1308,0.5247391872560278,0.97
1669,1669,0.526600395142569,0.9705
1909,1909,0.5297902737098544,0.971
1544,1544,0.5316433575805846,0.9715
1784,1784,0.5322065138218622,0.972
1668,1668,0.5325507985876141,0.9725
1908,1908,0.536270356952136,0.973
1783,1783,0.536522059969724,0.9735
1187,1187,0.5408999900185179,0.974
1907,1907,0.5412113165850007,0.9745
1782,1782,0.5427093122926241,0.975
1906,1906,0.5450654975481908,0.9755
1667,1667,0.5484074834747625,0.976
1905,1905,0.5504661176635439,0.9765
1421,1421,0.5549017351804832,0.977
1666,1666,0.5554226706309544,0.9775
1904,1904,0.5559589903575102,0.978
1781,1781,0.5589322505292623,0.9785
1543,1543,0.5618093924949576,0.979
1420,1420,0.5649662554836878,0.9795
1903,1903,0.5692159870722955,0.98
1665,1665,0.5740708691153513,0.9805
1780,1780,0.5753615137103838,0.981
1307,1307,0.5816891758861571,0.9815
1664,1664,0.5824059615390169,0.982
359,359,0.5824463120163359,0.9825
1779,1779,0.5825189059434166,0.983
1902,1902,0.5882055227000528,0.9835
1663,1663,0.5910829767469027,0.984
1542,1542,0.5926075218616076,0.9845
1901,1901,0.593821663219217,0.985
1306,1306,0.6084649231811686,0.9855
1662,1662,0.6101389473953379,0.986
1899,1899,0.6181772380018482,0.9865
1900,1900,0.6200573438833599,0.987
1661,1661,0.6222168057996981,0.9875
1778,1778,0.6276443895867491,0.988
1305,1305,0.6287002863796504,0.9885
1898,1898,0.6351596147356047,0.989
1419,1419,0.6375725927756023,0.9895
1304,1304,0.6428911818982753,0.99
1660,1660,0.6481502387589627,0.9905
1418,1418,0.6568416074497325,0.991
1659,1659,0.66079075632653,0.9915
1658,1658,0.6729956910471807,0.992
1776,1776,0.6737483942645756,0.9925
1897,1897,0.6756172278107451,0.993
1303,1303,0.6779767793888823,0.9935
1777,1777,0.6837303462112239,0.994
1896,1896,0.6883044188767479,0.9945
1775,1775,0.7000989769670957,0.995
1657,1657,0.704916695522226,0.9955
1417,1417,0.7127222675393515,0.996
1895,1895,0.7156633320416429,0.9965
1894,1894,0.7277766611659979,0.997
1893,1893,0.7616708353507595,0.9975
1892,1892,0.7679107690044394,0.998
1774,1774,0.7879145953935014,0.9985
1655,1655,0.788269515152174,0.999
1656,1656,0.8501781143657385,0.9995
1891,1891,0.8909929857229894,1.0
