,Request Id,prefill_e2e_time,cdf
1698,1698,269.68265226617746,0.805
1696,1696,269.74381625082003,0.8055
1697,1697,269.74753463767223,0.806
1688,1688,269.79098439742444,0.8065
1689,1689,269.86882879055463,0.807
1685,1685,269.88958076800617,0.8075
1687,1687,269.92947850573836,0.808
1680,1680,269.95282724030466,0.8085
1681,1681,269.95855978038685,0.809
1683,1683,269.99412299124634,0.8095
1686,1686,270.00477396795367,0.81
1682,1682,270.0085402861079,0.8105
1677,1677,270.03630231712,0.811
1678,1678,270.09166687280276,0.8115
1684,1684,270.1011759838226,0.812
1679,1679,270.11600496627995,0.8125
1675,1675,270.53531867471463,0.813
1676,1676,270.60262847774953,0.8135
1674,1674,271.0545689447897,0.814
1672,1672,272.32795587251366,0.8145
1673,1673,272.3444004283101,0.815
1669,1669,272.5485594830447,0.8155
1671,1671,272.5934101281303,0.816
1666,1666,272.6089725233845,0.8165
1668,1668,272.6097801097613,0.817
1670,1670,272.6223777553956,0.8175
1667,1667,272.65601893841324,0.818
1665,1665,272.8321164073872,0.8185
1662,1662,273.10381173562956,0.819
1663,1663,273.1068699974289,0.8195
1661,1661,273.16653291526694,0.82
1664,1664,273.2210138763722,0.8205
1660,1660,273.23728923490916,0.821
1659,1659,273.3586081355762,0.8215
1658,1658,273.66116037125005,0.822
1657,1657,273.96502430254014,0.8225
1654,1654,274.1423842818618,0.823
1655,1655,274.1509118480037,0.8235
1656,1656,274.2073539048691,0.824
1653,1653,274.25225833779933,0.8245
1652,1652,274.4508339653129,0.825
1651,1651,274.5470685862177,0.8255
1649,1649,274.6437103868195,0.826
1650,1650,274.7012826494144,0.8265
1648,1648,275.0689291562791,0.827
1647,1647,275.10159193997026,0.8275
1646,1646,275.55094596386067,0.828
1645,1645,275.98898997733494,0.8285
1644,1644,276.65525147078756,0.829
1643,1643,277.1029736844368,0.8295
1641,1641,277.4872857035141,0.83
1642,1642,277.52376193624406,0.8305
1640,1640,277.82005599840807,0.831
1638,1638,278.07506367993955,0.8315
1639,1639,278.106162716145,0.832
1637,1637,278.3050083100584,0.8325
1634,1634,278.5453239380456,0.833
1636,1636,278.5529974855732,0.8335
1635,1635,278.5735071151382,0.834
1633,1633,279.0142220688692,0.8345
1632,1632,279.37209267636035,0.835
1631,1631,279.59677292100747,0.8355
1630,1630,279.9253519651096,0.836
1628,1628,279.9297891532128,0.8365
1629,1629,279.9328608251869,0.837
1627,1627,280.12309869369335,0.8375
1626,1626,280.1902819862592,0.838
1625,1625,280.20993175365146,0.8385
1624,1624,280.4206685841163,0.839
1623,1623,280.5937049669863,0.8395
1622,1622,280.7651106059213,0.84
1621,1621,281.1177382847846,0.8405
1620,1620,281.4237406810198,0.841
1619,1619,281.4556093855253,0.8415
1618,1618,281.6512590362449,0.842
1617,1617,282.088573542927,0.8425
1615,1615,283.11406869399275,0.843
1616,1616,283.143495468436,0.8435
1613,1613,283.2876582659251,0.844
1614,1614,283.29047361989234,0.8445
1611,1611,283.46937569537357,0.845
1612,1612,283.500420848696,0.8455
1610,1610,283.8457836203322,0.846
1609,1609,283.883392972152,0.8465
1608,1608,283.92960413753775,0.847
1607,1607,284.0074596721727,0.8475
1606,1606,284.80055200775035,0.848
1604,1604,285.0296344179748,0.8485
1605,1605,285.14912239191267,0.849
1602,1602,285.17081884657773,0.8495
1603,1603,285.2299683163045,0.85
1601,1601,285.4883798596794,0.8505
1600,1600,285.55840240319867,0.851
1599,1599,285.7148298389988,0.8515
1598,1598,286.1396160063059,0.852
1597,1597,286.2904803430786,0.8525
1596,1596,286.35101119279597,0.853
1595,1595,286.51466969451496,0.8535
1594,1594,287.01271996446894,0.854
1593,1593,287.057206642906,0.8545
1592,1592,287.5051390938242,0.855
1590,1590,287.54651310405643,0.8555
1591,1591,287.6671440022532,0.856
1589,1589,287.7336619361313,0.8565
1588,1588,288.1024616065673,0.857
1587,1587,288.34259641217204,0.8575
1586,1586,288.42989336009964,0.858
1824,1824,294.6823140611535,0.8585
1822,1822,295.23552677981064,0.859
1823,1823,295.27526187089416,0.8595
1821,1821,295.55692358071,0.86
1820,1820,295.6385892317947,0.8605
1819,1819,296.07683778910086,0.861
1818,1818,296.4588406965038,0.8615
1817,1817,296.8172069028373,0.862
1816,1816,297.0457780241352,0.8625
1811,1811,297.1238844608032,0.863
1812,1812,297.20439343255026,0.8635
1813,1813,297.2080640075828,0.864
1810,1810,297.2492681030877,0.8645
1815,1815,297.27663073027884,0.865
1814,1814,297.2866943667366,0.8655
1809,1809,297.599874702422,0.866
1808,1808,298.0005727627994,0.8665
1807,1807,298.07616947748676,0.867
1806,1806,298.1672794002843,0.8675
1804,1804,298.1940825318047,0.868
1805,1805,298.21641056944145,0.8685
1803,1803,298.30978908736216,0.869
1802,1802,298.4532274474477,0.8695
1799,1799,298.6350578581063,0.87
1801,1801,298.6723182676395,0.8705
1800,1800,298.69871823778044,0.871
1798,1798,299.26074961803886,0.8715
1796,1796,299.6626323141504,0.872
1797,1797,299.6940441727842,0.8725
1794,1794,299.8203591161724,0.873
1795,1795,299.9040775401469,0.8735
1793,1793,300.6412500145218,0.874
1792,1792,300.6617354713669,0.8745
1791,1791,301.160964115987,0.875
1790,1790,301.22273269754305,0.8755
1789,1789,301.6989786744683,0.876
1788,1788,301.7012989929204,0.8765
1786,1786,301.9585163181124,0.877
1787,1787,301.9695561850106,0.8775
1785,1785,302.0158119424553,0.878
1783,1783,302.3652262878943,0.8785
1784,1784,302.4125797133596,0.879
1782,1782,302.4180463994904,0.8795
1781,1781,303.1407537030145,0.88
1780,1780,303.23110617861994,0.8805
1779,1779,303.3344743096987,0.881
1777,1777,303.89818317794015,0.8815
1778,1778,303.9285693866234,0.882
1773,1773,304.1233311313068,0.8825
1776,1776,304.15802894173027,0.883
1774,1774,304.21616612151047,0.8835
1775,1775,304.2247584533988,0.884
1771,1771,304.36311021683696,0.8845
1772,1772,304.3782775478597,0.885
1769,1769,304.5717960111745,0.8855
1770,1770,304.60579899342366,0.886
1766,1766,304.86936428521994,0.8865
1768,1768,304.95508474541043,0.887
1767,1767,304.95853731631274,0.8875
1765,1765,305.0778619753491,0.888
1762,1762,305.24984565450336,0.8885
1764,1764,305.2609720000101,0.889
1763,1763,305.3538505372156,0.8895
1761,1761,305.94229249862695,0.89
1760,1760,305.94242989484593,0.8905
1759,1759,305.97531959751046,0.891
1757,1757,306.0322739636941,0.8915
1758,1758,306.0900150053397,0.892
1756,1756,306.1079858368075,0.8925
1754,1754,306.2316905403023,0.893
1755,1755,306.31564603423953,0.8935
1753,1753,306.66008206629573,0.894
1752,1752,307.0075283123432,0.8945
1751,1751,307.0179593715132,0.895
1747,1747,307.09566886741146,0.8955
1749,1749,307.11858472547186,0.896
1748,1748,307.1317278037928,0.8965
1750,1750,307.1618450136543,0.897
1744,1744,307.4065168815783,0.8975
1745,1745,307.4477582218107,0.898
1746,1746,307.5173613177034,0.8985
1743,1743,307.5559492325642,0.899
1742,1742,307.62268796474683,0.8995
1741,1741,307.6735968731727,0.9
1740,1740,307.8324258690297,0.9005
1739,1739,308.0795246070326,0.901
1738,1738,308.12884285287737,0.9015
1737,1737,309.02808337147593,0.902
1736,1736,309.1886395483532,0.9025
1731,1731,309.32167302138555,0.903
1732,1732,309.33964043462026,0.9035
1733,1733,309.36266190731874,0.904
1735,1735,309.3633742153606,0.9045
1734,1734,309.4040973317051,0.905
1729,1729,309.6228802384865,0.9055
1730,1730,309.6705575748542,0.906
1728,1728,309.6886194185063,0.9065
1727,1727,309.9188085022393,0.907
1723,1723,309.95855979381207,0.9075
1724,1724,309.98481285689724,0.908
1725,1725,310.0784236030662,0.9085
1726,1726,310.0886881428949,0.909
1722,1722,310.1647690735082,0.9095
1721,1721,310.5849992454956,0.91
1720,1720,310.6092285779087,0.9105
1719,1719,310.68168109210507,0.911
1718,1718,310.98895082662284,0.9115
1717,1717,311.4593512610506,0.912
1716,1716,311.5469403421368,0.9125
1945,1945,314.96751143256154,0.913
1944,1944,315.0980451689866,0.9135
1943,1943,315.50944941393846,0.914
1942,1942,315.56460699501724,0.9145
1940,1940,315.650515935739,0.915
1941,1941,315.6836201779745,0.9155
1938,1938,315.95542583732595,0.916
1939,1939,315.96064964829213,0.9165
1937,1937,316.0556993759953,0.917
1936,1936,316.1922238835738,0.9175
1929,1929,316.40323571832624,0.918
1931,1931,316.4679078372382,0.9185
1930,1930,316.4847447150322,0.919
1932,1932,316.5676426099,0.9195
1933,1933,316.6223678418065,0.92
1935,1935,316.6638937874442,0.9205
1934,1934,316.7343227910436,0.921
1926,1926,316.76453676456146,0.9215
1927,1927,316.79358414719127,0.922
1928,1928,316.80475802105366,0.9225
1925,1925,316.86047874410815,0.923
1924,1924,317.07095922017623,0.9235
1923,1923,317.4697420340144,0.924
1922,1922,317.68746905275776,0.9245
1921,1921,317.69823825494007,0.925
1919,1919,317.7723124814314,0.9255
1920,1920,317.7785999749072,0.926
1918,1918,317.9320545599636,0.9265
1916,1916,318.0873778505489,0.927
1917,1917,318.11205543927343,0.9275
1915,1915,318.26939561280176,0.928
1914,1914,318.4162865628487,0.9285
1913,1913,318.45728323400226,0.929
1911,1911,318.61868109252606,0.9295
1912,1912,318.7211388044462,0.93
1910,1910,318.7584941879102,0.9305
1909,1909,319.9913891691658,0.931
1908,1908,320.3478000717203,0.9315
1905,1905,320.62631675621225,0.932
1906,1906,320.68441834935186,0.9325
1907,1907,320.6902003994472,0.933
1904,1904,320.74640014820443,0.9335
1903,1903,320.75993091784903,0.934
1902,1902,321.284697933283,0.9345
1901,1901,321.31598784058826,0.935
1899,1899,321.33100446842235,0.9355
1900,1900,321.3893833097153,0.936
1898,1898,321.4743689201919,0.9365
1897,1897,322.1615331806127,0.937
1896,1896,322.36920895661586,0.9375
1894,1894,322.90467557879003,0.938
1895,1895,322.92442618104894,0.9385
1893,1893,322.98455759516514,0.939
1892,1892,323.0503443139272,0.9395
1891,1891,323.1827608395245,0.94
1890,1890,323.3366970918335,0.9405
1888,1888,323.38768268816733,0.941
1889,1889,323.4226668108567,0.9415
1887,1887,323.71661099187827,0.942
1886,1886,324.25893916916283,0.9425
1885,1885,324.5035630209303,0.943
1884,1884,324.7990872532575,0.9435
1883,1883,324.94056203681833,0.944
1882,1882,325.16348764073956,0.9445
1881,1881,325.24925719088156,0.945
1879,1879,325.26701572019954,0.9455
1880,1880,325.31581424072004,0.946
1875,1875,325.3473164493957,0.9465
1877,1877,325.3734831626207,0.947
1878,1878,325.41516133928917,0.9475
1876,1876,325.4185740143957,0.948
1874,1874,325.99403265204273,0.9485
1873,1873,326.31204702901294,0.949
1871,1871,326.4745109332697,0.9495
1872,1872,326.5602251190467,0.95
1870,1870,326.91817358491096,0.9505
1868,1868,327.0845286140018,0.951
1869,1869,327.13922801936803,0.9515
1867,1867,327.7524934584598,0.952
1864,1864,328.38786778451544,0.9525
1865,1865,328.4329547750757,0.953
1866,1866,328.4358631179174,0.9535
1863,1863,328.737114987454,0.954
1862,1862,329.05018536645423,0.9545
1861,1861,329.07549894961755,0.955
1860,1860,329.1399115918267,0.9555
1859,1859,329.7011448222831,0.956
1858,1858,329.8711886493681,0.9565
1857,1857,330.0560336466073,0.957
1856,1856,330.5856370075624,0.9575
1855,1855,330.80239536134235,0.958
1854,1854,331.6745737323432,0.9585
1853,1853,333.038243008679,0.959
1849,1849,333.2827289128539,0.9595
1847,1847,333.3123088824313,0.96
1846,1846,333.3129949098939,0.9605
1852,1852,333.32805566046613,0.961
1848,1848,333.3557496291914,0.9615
1851,1851,333.38057613734617,0.962
1850,1850,333.3808464861969,0.9625
1845,1845,333.5723429302782,0.963
1844,1844,333.7234566524937,0.9635
1843,1843,333.93339141253057,0.964
1840,1840,334.4945848993483,0.9645
1841,1841,334.5156066517512,0.965
1839,1839,334.532036286984,0.9655
1842,1842,334.5455262181964,0.966
1838,1838,334.68848501561666,0.9665
1835,1835,334.8023709551186,0.967
1836,1836,334.817772947221,0.9675
1837,1837,334.82863390326617,0.968
1834,1834,335.024712915412,0.9685
1833,1833,335.04688491544084,0.969
1832,1832,335.28955881023205,0.9695
1831,1831,335.42236342890067,0.97
1830,1830,335.61846329426334,0.9705
1829,1829,336.1597692212084,0.971
1828,1828,336.5387133111378,0.9715
1826,1826,336.65100377243726,0.972
1825,1825,336.6783756866722,0.9725
1827,1827,336.71416640555805,0.973
1999,1999,350.77142992671014,0.9735
1997,1997,350.84605777872844,0.974
1995,1995,350.87919963097664,0.9745
1998,1998,350.89192946729315,0.975
1996,1996,350.9516263755637,0.9755
1994,1994,350.99892785737006,0.976
1993,1993,351.0000248027342,0.9765
1992,1992,351.066222761165,0.977
1991,1991,351.1775546109142,0.9775
1990,1990,351.22725756142137,0.978
1988,1988,351.2448780897531,0.9785
1989,1989,351.24941593967503,0.979
1987,1987,351.52828726537155,0.9795
1986,1986,351.91547400297895,0.98
1985,1985,352.3644095328929,0.9805
1984,1984,352.45781496126966,0.981
1983,1983,352.48526980190354,0.9815
1982,1982,352.69023107948516,0.982
1981,1981,352.84200479346157,0.9825
1980,1980,353.58093178061085,0.983
1979,1979,353.6005734405698,0.9835
1978,1978,353.75725813776415,0.984
1977,1977,353.8928827428342,0.9845
1974,1974,353.99218603309026,0.985
1975,1975,354.00260863032474,0.9855
1976,1976,354.05125809826274,0.986
1973,1973,354.1002151330668,0.9865
1972,1972,354.3067470949156,0.987
1971,1971,354.3176238107779,0.9875
1969,1969,354.5745232703565,0.988
1970,1970,354.57826021741033,0.9885
1967,1967,354.70775659127884,0.989
1968,1968,354.7763972651852,0.9895
1966,1966,354.82650329593815,0.99
1965,1965,354.9357932007506,0.9905
1964,1964,355.384244207731,0.991
1963,1963,355.5080962607185,0.9915
1962,1962,355.50896261802836,0.992
1961,1961,355.9028473799158,0.9925
1959,1959,355.9503076768405,0.993
1960,1960,355.95949606486346,0.9935
1958,1958,355.9697344232715,0.994
1957,1957,356.29257068652487,0.9945
1956,1956,356.5380296683387,0.995
1955,1955,357.46512992367053,0.9955
1952,1952,357.5507643952292,0.996
1954,1954,357.55873304163816,0.9965
1951,1951,357.60602347221675,0.997
1953,1953,357.612457675963,0.9975
1950,1950,357.7135600476003,0.998
1949,1949,357.7650830465608,0.9985
1948,1948,358.0380565025504,0.999
1946,1946,358.1736476642388,0.9995
1947,1947,358.1861198425902,1.0
