,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
1590,1590,0.0002537389457655248,0.7145
127,127,0.0002539169457656948,0.715
618,618,0.0002539360520326112,0.7155
235,235,0.0002539507854902402,0.716
742,742,0.00025401188843884507,0.7165
1476,1476,0.0002540124457657278,0.717
1792,1792,0.0002544206387915599,0.7175
151,151,0.0002544259728672217,0.718
1830,1830,0.00025443530826563254,0.7185
856,856,0.00025478475901718025,0.719
891,891,0.00025494526659897154,0.7195
1834,1834,0.0002549452665991936,0.72
130,130,0.00025501894576568374,0.7205
280,280,0.0002550578142153648,0.721
1554,1554,0.0002559537645920885,0.7215
1447,1447,0.0002560578475993063,0.722
1917,1917,0.0002561829302203737,0.7225
1245,1245,0.00025639473743233054,0.723
889,889,0.00025653784576573635,0.7235
340,340,0.000256636487432349,0.724
1246,1246,0.00025701273743239383,0.7245
509,509,0.0002571862817045366,0.725
1244,1244,0.00025752067493245434,0.7255
341,341,0.00025769748743234566,0.726
108,108,0.0002578581302895011,0.7265
895,895,0.0002579003707656735,0.727
174,174,0.00025790385784621526,0.7275
1248,1248,0.00025805046659899133,0.728
1098,1098,0.00025843351206371524,0.7285
1587,1587,0.0002584770707656503,0.729
343,343,0.00025880198743236105,0.7295
346,346,0.00025880198743236105,0.73
349,349,0.00025880198743236105,0.7305
973,973,0.0002588289615412625,0.731
344,344,0.00025892423743234527,0.7315
347,347,0.00025892423743234527,0.732
350,350,0.00025892423743234527,0.7325
1686,1686,0.00025898831270136256,0.733
1827,1827,0.00025934098743252143,0.7335
166,166,0.00025954523295280426,0.734
1331,1331,0.0002596010743097596,0.7345
888,888,0.00025981219576565184,0.735
1242,1242,0.0002598139457656856,0.7355
1826,1826,0.00025991323743235206,0.736
176,176,0.00026014372979357237,0.7365
745,745,0.0002601938437562935,0.737
885,885,0.0002602301957657094,0.7375
1828,1828,0.0002602301957657094,0.738
302,302,0.000260575987432371,0.7385
301,301,0.00026106073743237257,0.739
887,887,0.0002612905082656214,0.7395
170,170,0.0002613876693821765,0.74
328,328,0.00026180169576567325,0.7405
1795,1795,0.0002618749523329108,0.741
1450,1450,0.0002621129229107707,0.7415
327,327,0.00026221217493235804,0.742
1237,1237,0.00026222569576583865,0.7425
1241,1241,0.00026222569576583865,0.743
1238,1238,0.00026225944576574456,0.7435
241,241,0.0002623044874323355,0.744
1920,1920,0.00026244257444824976,0.7445
240,240,0.0002626501957656846,0.745
305,305,0.00026265673743236517,0.7455
1204,1204,0.00026267673466668734,0.746
1236,1236,0.00026279794576589133,0.7465
216,216,0.0002628637374323395,0.747
242,242,0.0002628637374323395,0.7475
306,306,0.00026286498743235964,0.748
1240,1240,0.00026331550826586003,0.7485
225,225,0.0002634598943618838,0.749
218,218,0.0002636819874323737,0.7495
244,244,0.0002637809874323771,0.75
975,975,0.0002638632799236889,0.7505
219,219,0.0002639032374323613,0.751
135,135,0.0002640179064041931,0.7515
317,317,0.0002640348721252572,0.752
331,331,0.00026410982076569,0.7525
1100,1100,0.0002641246289431866,0.753
334,334,0.00026415923743236536,0.7535
337,337,0.0002641902374323768,0.754
1333,1333,0.0002642302066982095,0.7545
858,858,0.00026425188563786227,0.755
304,304,0.0002642994665990328,0.7555
245,245,0.000264312487432361,0.756
221,221,0.0002643924874323744,0.7565
200,200,0.0002644146207657072,0.757
201,201,0.00026450591243237787,0.7575
185,185,0.00026468898743235714,0.758
338,338,0.0002647217374323607,0.7585
1825,1825,0.00026475557076555134,0.759
335,335,0.0002647737374323611,0.7595
197,197,0.0002648657374323682,0.76
222,222,0.0002651307374323675,0.7605
1689,1689,0.00026521944644156505,0.761
208,208,0.00026524704306130076,0.7615
316,316,0.00026533916421805914,0.762
330,330,0.0002654087165990249,0.7625
202,202,0.0002655418308847579,0.763
333,333,0.0002657099665990259,0.7635
133,133,0.00026579084100378236,0.764
313,313,0.00026596554993235655,0.7645
247,247,0.00026599273743235785,0.765
178,178,0.0002660426693821827,0.7655
294,294,0.0002662014874323382,0.766
293,293,0.000266282737432344,0.7665
248,248,0.00026628573743237016,0.767
309,309,0.00026636207076569107,0.7675
300,300,0.00026636846659902624,0.768
1557,1557,0.0002663780603248037,0.7685
315,315,0.00026643489159902667,0.769
283,283,0.00026644198743236425,0.7695
227,227,0.0002665780707656884,0.77
224,224,0.0002666006957657008,0.7705
156,156,0.0002666447374323616,0.771
134,134,0.0002666844017180786,0.7715
748,748,0.00026670415253071266,0.772
215,215,0.0002668286166531142,0.7725
308,308,0.00026698417493237203,0.773
252,252,0.00026703119576568235,0.7735
253,253,0.00026707307076567766,0.774
189,189,0.000267077237432356,0.7745
325,325,0.0002670950207656897,0.775
298,298,0.00026718398743236227,0.7755
284,284,0.00026722144576571405,0.776
206,206,0.00026738455409902606,0.7765
320,320,0.00026738455409902606,0.777
204,204,0.0002673953790990058,0.7775
318,318,0.0002673953790990058,0.778
141,141,0.00026741560409902776,0.7785
211,211,0.0002674228288014058,0.779
136,136,0.00026746700409902013,0.7795
209,209,0.00026746700409902013,0.78
207,207,0.0002674758457656967,0.7805
321,321,0.00026748667076567645,0.781
1797,1797,0.0002674890015099896,0.7815
157,157,0.00026758573743235203,0.782
190,190,0.00026758573743235203,0.7825
310,310,0.00026758832076567707,0.783
322,322,0.00026759809576568094,0.7835
171,171,0.00026761694576570016,0.784
142,142,0.000267636491599027,0.7845
324,324,0.0002676672707657146,0.785
297,297,0.00026775623743235943,0.7855
1452,1452,0.00026778040489022,0.786
169,169,0.00026779748743235854,0.7865
155,155,0.00026804944576569456,0.787
292,292,0.00026817844576568217,0.7875
184,184,0.00026833723743234505,0.788
188,188,0.00026848194576570283,0.7885
210,210,0.0002686226320751939,0.789
144,144,0.00026862263207522163,0.7895
312,312,0.00026902823743235604,0.79
621,621,0.0002694743376772836,0.7905
1233,1233,0.0002695519874322816,0.791
177,177,0.0002696884874323624,0.7915
159,159,0.0002697109457656943,0.792
192,192,0.0002697109457656943,0.7925
183,183,0.0002697419457656919,0.793
193,193,0.0002698022374323372,0.7935
282,282,0.00026995423743236824,0.794
1232,1232,0.00027012423743233427,0.7945
978,978,0.00027014500052581714,0.795
287,287,0.00027018057076569346,0.7955
194,194,0.00027024098743233527,0.796
1103,1103,0.0002704276833052211,0.7965
275,275,0.00027062998743235256,0.797
286,286,0.00027066650826571004,0.7975
162,162,0.00027074844576568946,0.798
1691,1691,0.000270897055326431,0.7985
1336,1336,0.00027094524409676524,0.799
212,212,0.00027126145420725,0.7995
288,288,0.0002712728207656945,0.8
276,276,0.00027138123743236653,0.8005
214,214,0.0002714448041531148,0.801
1234,1234,0.00027178369576574823,0.8015
179,179,0.0002719584457657048,0.802
181,181,0.0002719584457657048,0.8025
750,750,0.0002722493328499002,0.803
296,296,0.0002723528207656811,0.8035
512,512,0.000272387346039652,0.804
168,168,0.0002724981957657052,0.8045
277,277,0.00027297282337890305,0.805
279,279,0.00027340544576570647,0.8055
290,290,0.00027371842493234544,0.806
1560,1560,0.00027381433433106895,0.8065
1800,1800,0.0002742382727034898,0.807
278,278,0.00027433894576570084,0.8075
1207,1207,0.000274556644629426,0.808
861,861,0.00027470966259307366,0.8085
623,623,0.0002747342184966395,0.809
281,281,0.0002749169457657019,0.8095
1105,1105,0.0002758530313047476,0.81
980,980,0.0002760578641252428,0.8105
1338,1338,0.00027644423782447494,0.811
1455,1455,0.00027841854797520433,0.8115
1925,1925,0.000278624084522671,0.812
753,753,0.0002791864061592951,0.8125
1694,1694,0.000281188664069236,0.813
863,863,0.0002812799515096851,0.8135
514,514,0.0002813366892265165,0.814
1803,1803,0.00028138126784266925,0.8145
384,384,0.0002826158464361385,0.815
1108,1108,0.0002827148283540414,0.8155
1562,1562,0.0002833987247697678,0.816
1457,1457,0.00028392027164788713,0.8165
755,755,0.0002840160862668141,0.817
628,628,0.0002841376349188351,0.8175
1927,1927,0.00028418472734402495,0.818
1209,1209,0.0002846927828737393,0.8185
386,386,0.00028559102821173576,0.819
626,626,0.0002858406957856774,0.8195
631,631,0.0002863071127372781,0.82
1805,1805,0.0002866484581569239,0.8205
983,983,0.00028705616428265,0.821
516,516,0.0002873469076090665,0.8215
866,866,0.00028751766936992114,0.822
1696,1696,0.0002875197281219299,0.8225
1341,1341,0.0002877146082764271,0.823
1110,1110,0.0002880310069904782,0.8235
757,757,0.00028966796502114043,0.824
1930,1930,0.00029049697292358485,0.8245
1460,1460,0.0002909894086958336,0.825
1212,1212,0.00029249766251644846,0.8255
1343,1343,0.00029284801038949136,0.826
1698,1698,0.00029311563406406865,0.8265
1807,1807,0.0002931168869189847,0.827
868,868,0.00029363716914580074,0.8275
985,985,0.00029363716914580074,0.828
389,389,0.00029382687209186076,0.8285
519,519,0.00029433961570403183,0.829
397,397,0.0002943759974273292,0.8295
1565,1565,0.00029504246574068086,0.83
1462,1462,0.00029639590454976227,0.8305
1214,1214,0.00029783942412109354,0.831
1112,1112,0.0002978479573888471,0.8315
633,633,0.0002980270936014216,0.832
1701,1701,0.0002985272882073253,0.8325
1345,1345,0.0002988407839135713,0.833
1810,1810,0.0002990681845284732,0.8335
521,521,0.0002995691362613993,0.834
988,988,0.00030077056529093815,0.8345
1932,1932,0.00030160822617521455,0.835
1567,1567,0.000301723322066818,0.8355
760,760,0.0003017849685465568,0.836
392,392,0.00030185971393394524,0.8365
1464,1464,0.0003023651776527784,0.837
1703,1703,0.00030399622848290784,0.8375
1114,1114,0.00030402687594143445,0.838
531,531,0.00030415693078117244,0.8385
1347,1347,0.000304542175730973,0.839
871,871,0.0003059119424753986,0.8395
990,990,0.0003060224382018058,0.84
762,762,0.00030676290625733613,0.8405
1934,1934,0.00030755483764690017,0.841
1466,1466,0.0003076837158627669,0.8415
635,635,0.00030780996567801475,0.842
1570,1570,0.0003091484343510563,0.8425
1117,1117,0.00030992937213210797,0.843
1350,1350,0.00031046837973561827,0.8435
1812,1812,0.00031074965398283813,0.844
1715,1715,0.000310967944752448,0.8445
1217,1217,0.0003109822239133564,0.845
873,873,0.0003110309119096121,0.8455
523,523,0.00031103348324314065,0.846
686,686,0.00031191881448178194,0.8465
992,992,0.00031237378109414765,0.847
764,764,0.00031266193079943703,0.8475
428,428,0.00031266914781519217,0.848
1936,1936,0.00031303115623915347,0.8485
1362,1362,0.00031412576542780263,0.849
394,394,0.00031444937856434205,0.8495
638,638,0.00031458203879876205,0.85
1572,1572,0.0003149850494907924,0.8505
1705,1705,0.0003154142365283053,0.851
1119,1119,0.0003159766331237226,0.8515
549,549,0.0003161359186485413,0.852
1039,1039,0.00031614556448189557,0.8525
1383,1383,0.00031621681448190664,0.853
1044,1044,0.0003163125644817244,0.8535
1731,1731,0.00031635093948190196,0.854
1352,1352,0.0003163712961910616,0.8545
691,691,0.00031648406448181454,0.855
1219,1219,0.00031658666838650835,0.8555
1736,1736,0.0003165900644819253,0.856
875,875,0.00031708900238597775,0.8565
146,146,0.00031784089624226487,0.857
1633,1633,0.00031795702281534055,0.8575
766,766,0.0003180238833891281,0.858
434,434,0.000318231814481873,0.8585
994,994,0.0003186138656271879,0.859
1468,1468,0.0003191472179063483,0.8595
439,439,0.00031977341864858344,0.86
1945,1945,0.00031993030850021236,0.8605
421,421,0.00032031341864852125,0.861
1003,1003,0.0003205443781905593,0.8615
1814,1814,0.00032085224400003263,0.862
681,681,0.00032089206448193686,0.8625
1707,1707,0.0003211374737422153,0.863
1574,1574,0.0003213251243095066,0.8635
1475,1475,0.00032136327091993977,0.864
1121,1121,0.0003214924142950782,0.8645
525,525,0.0003217140221688885,0.865
1388,1388,0.00032183906448191024,0.8655
561,561,0.0003218618561485198,0.866
1377,1377,0.00032193566864857637,0.8665
1725,1725,0.0003222000644818035,0.867
798,798,0.00032228466864847594,0.8675
696,696,0.00032235185614848394,0.868
1129,1129,0.00032240081281328454,0.8685
555,555,0.00032251616864859,0.869
1034,1034,0.00032266931448188263,0.8695
1354,1354,0.00032280231774428365,0.87
1221,1221,0.0003228589263351441,0.8705
877,877,0.000323071117744299,0.871
271,271,0.00032323010531436176,0.8715
543,543,0.00032352816864855694,0.872
445,445,0.00032372760614846063,0.8725
1048,1048,0.0003237964186485476,0.873
768,768,0.0003240410675371473,0.8735
793,793,0.0003243840644818752,0.874
1637,1637,0.00032453116864861187,0.8745
1939,1939,0.00032458057881451003,0.875
1053,1053,0.00032491610614859834,0.8755
700,700,0.00032508760614857746,0.876
1471,1471,0.0003251718002695456,0.8765
1741,1741,0.00032522416864866344,0.877
1973,1973,0.00032522416864866344,0.8775
648,648,0.00032534722853905625,0.878
884,884,0.0003255647103253152,0.8785
997,997,0.00032597174198198214,0.879
1372,1372,0.0003260991061484475,0.8795
1642,1642,0.0003263088561484828,0.88
415,415,0.00032634144483900673,0.8805
1992,1992,0.0003264085228151803,0.881
1978,1978,0.0003267199186487435,0.8815
676,676,0.000327043564481877,0.882
1746,1746,0.00032724181448196,0.8825
1393,1393,0.0003272938144818216,0.883
1709,1709,0.0003273350480802794,0.8835
1585,1585,0.0003275990019065939,0.884
1123,1123,0.00032779292005137,0.8845
1356,1356,0.00032792572591233693,0.885
527,527,0.0003279334668154478,0.8855
803,803,0.00032823616864852134,0.886
1289,1289,0.00032836427281512925,0.8865
1646,1646,0.0003284382936485919,0.887
704,704,0.00032865827281525206,0.8875
1057,1057,0.0003287301061485337,0.888
1983,1983,0.0003289145644818081,0.8885
1577,1577,0.0003290817184268322,0.889
1406,1406,0.00032928831448186813,0.8895
1876,1876,0.00032928831448186813,0.89
449,449,0.0003293879186485049,0.8905
1988,1988,0.00032938885614841595,0.891
1996,1996,0.0003294440228149842,0.8915
1029,1029,0.0003297393144817695,0.892
879,879,0.00032974192343401983,0.8925
1146,1146,0.0003298991061485568,0.893
640,640,0.0003300108380707419,0.8935
1293,1293,0.0003300922728151079,0.894
570,570,0.0003302318144819405,0.8945
808,808,0.0003302838144818576,0.895
770,770,0.00033034918296152263,0.8955
999,999,0.0003305913302742485,0.896
1155,1155,0.00033067891864846377,0.8965
1061,1061,0.0003307790436484215,0.897
1968,1968,0.000330787668648691,0.8975
1410,1410,0.00033083952281520723,0.898
1880,1880,0.00033083952281520723,0.8985
537,537,0.0003308716686485358,0.899
1941,1941,0.00033093787842222743,0.8995
1650,1650,0.00033140654364860467,0.9
454,454,0.0003315140644818415,0.9005
708,708,0.00033168510614844937,0.901
1872,1872,0.00033205852281503745,0.9015
1751,1751,0.0003320653561484921,0.902
1624,1624,0.0003322288561484754,0.9025
788,788,0.00033235681448184895,0.903
1628,1628,0.0003323919186486446,0.9035
1151,1151,0.00033242810614853013,0.904
1160,1160,0.0003325863144819641,0.9045
1398,1398,0.0003327198561484668,0.905
1473,1473,0.00033278669338548006,0.9055
1711,1711,0.0003328007538923805,0.906
1297,1297,0.0003330962936485271,0.9065
1285,1285,0.00033315252281518326,0.907
1125,1125,0.00033328665614161643,0.9075
1817,1817,0.0003334161564275153,0.908
529,529,0.00033341934265436793,0.9085
1719,1719,0.0003340651686485341,0.909
925,925,0.000334095606148499,0.9095
1358,1358,0.0003343184894555152,0.91
1868,1868,0.0003345303561483881,0.9105
1579,1579,0.0003347820868006992,0.911
929,929,0.00033499931448188747,0.9115
1619,1619,0.00033526406448181056,0.912
1414,1414,0.00033531185614865677,0.9125
1884,1884,0.00033531185614865677,0.913
712,712,0.00033551179364854633,0.9135
812,812,0.00033555406448182445,0.914
772,772,0.0003359168658204247,0.9145
642,642,0.00033601719127349247,0.915
1514,1514,0.00033625710614848536,0.9155
1366,1366,0.00033626306448208965,0.916
1300,1300,0.00033641831448183446,0.9165
1402,1402,0.0003365245644819659,0.917
1281,1281,0.00033676885614863927,0.9175
1224,1224,0.0003368038526137434,0.918
575,575,0.0003368762936485359,0.9185
1653,1653,0.00033694931448180476,0.919
882,882,0.0003370216315406934,0.9195
1755,1755,0.00033723781448169454,0.92
1943,1943,0.00033726374027915056,0.9205
1887,1887,0.00033733481448172675,0.921
1001,1001,0.0003374391968830698,0.9215
1164,1164,0.0003377925644818536,0.922
671,671,0.0003382053144819208,0.9225
933,933,0.00033839506448185563,0.923
1518,1518,0.00033846710614837683,0.9235
579,579,0.00033846710614854336,0.924
1505,1505,0.00033895935614869366,0.9245
1127,1127,0.00033896767868948484,0.925
1713,1713,0.0003390918834555635,0.9255
1509,1509,0.00033942831448197097,0.926
948,948,0.00033953181448187486,0.9265
1141,1141,0.00033974835614847265,0.927
408,408,0.0003398921686486034,0.9275
666,666,0.0003398923561486189,0.928
458,458,0.00033996166864852517,0.9285
1360,1360,0.0003400264560684869,0.929
1024,1024,0.0003403950644818021,0.9295
1963,1963,0.00034071491864851033,0.93
817,817,0.0003407785436484456,0.9305
1859,1859,0.00034104031448189964,0.931
1168,1168,0.0003411065644818301,0.9315
1759,1759,0.00034140956448180937,0.932
1581,1581,0.0003414737373821571,0.9325
774,774,0.00034167544066306056,0.933
937,937,0.0003417488144819014,0.9335
463,463,0.0003417612936485459,0.934
952,952,0.00034181854364856434,0.9345
583,583,0.00034240685614850275,0.935
1522,1522,0.00034240685614861377,0.9355
401,401,0.0003426625541929391,0.936
1277,1277,0.0003427145436485368,0.9365
1226,1226,0.000342782394022144,0.937
1819,1819,0.0003434136691491519,0.9375
945,945,0.00034410029364850825,0.938
1763,1763,0.00034418752281517584,0.9385
920,920,0.00034447741864851444,0.939
1863,1863,0.00034447741864851444,0.9395
1019,1019,0.00034494306448185075,0.94
1172,1172,0.0003451115644819147,0.9405
782,782,0.0003451784186485618,0.941
1272,1272,0.0003452685644818043,0.9415
820,820,0.000345649168648543,0.942
1526,1526,0.00034600979364851625,0.9425
587,587,0.00034600979364857176,0.943
941,941,0.0003460315228150934,0.9435
466,466,0.0003464556686485487,0.944
824,824,0.0003470818144819532,0.9445
1014,1014,0.0003471613144818697,0.945
274,274,0.0003471976819453536,0.9455
777,777,0.0003473763019818943,0.946
644,644,0.0003481090323054781,0.9465
470,470,0.000348138564481848,0.947
1958,1958,0.00034824591864879295,0.9475
590,590,0.00034865277281520557,0.948
1767,1767,0.0003487687936487571,0.9485
1614,1614,0.00034899641864849507,0.949
831,831,0.0003491108144819677,0.9495
1228,1228,0.00034913296139820545,0.95
1529,1529,0.0003493875644819955,0.9505
1176,1176,0.0003496030228151703,0.951
1821,1821,0.0003496822332983602,0.9515
660,660,0.00034995622876754506,0.952
474,474,0.000350124793648543,0.9525
828,828,0.00035042910614846434,0.953
1953,1953,0.000350841476386643,0.9535
1500,1500,0.0003511080644820197,0.954
1770,1770,0.0003512788144817147,0.9545
1179,1179,0.00035127881448193676,0.955
912,912,0.00035139310614862307,0.9555
594,594,0.0003515592936484957,0.956
1855,1855,0.0003516233561484672,0.9565
916,916,0.00035209231448196654,0.957
228,228,0.00035253699495952224,0.9575
1610,1610,0.0003526291061484166,0.958
1533,1533,0.0003528160436485628,0.9585
1496,1496,0.000353043022815136,0.959
1583,1583,0.0003535573756592774,0.9595
646,646,0.0003541864665682592,0.96
1183,1183,0.00035467454364845885,0.9605
597,597,0.0003549582728152312,0.961
1605,1605,0.00035520331448202214,0.9615
655,655,0.0003557507055533815,0.962
1268,1268,0.00035575731448189707,0.9625
1230,1230,0.00035585820637726057,0.963
1536,1536,0.0003560517728151691,0.9635
1009,1009,0.00035605728710097484,0.964
1823,1823,0.00035611790524429487,0.9645
1948,1948,0.00035748533055324216,0.965
1264,1264,0.00035839977281515445,0.9655
1850,1850,0.0003586791686487345,0.966
1186,1186,0.0003589650228152941,0.9665
600,600,0.0003591526894818897,0.967
1130,1130,0.000359442391267617,0.9675
1539,1539,0.00035997043948188256,0.968
1846,1846,0.000361811814481916,0.9685
650,650,0.00036204056448185806,0.969
1491,1491,0.0003624536686486213,0.9695
203,203,0.0003642724799242658,0.97
1260,1260,0.0003644068561483582,0.9705
903,903,0.00036511273233907904,0.971
907,907,0.0003651969186485582,0.9715
1004,1004,0.0003657855644818575,0.972
233,233,0.0003669088265265337,0.9725
1600,1600,0.0003677206121008858,0.973
186,186,0.0003679279691017334,0.9735
1487,1487,0.00036889524930328044,0.974
158,158,0.00037077645719696406,0.9745
191,191,0.00037077645719696406,0.975
899,899,0.000371822109719977,0.9755
1842,1842,0.000371822109720199,0.976
1256,1256,0.0003726070924581215,0.9765
354,354,0.00037523454364851716,0.977
357,357,0.00037523454364851716,0.9775
1837,1837,0.0003757281722198691,0.978
1596,1596,0.0003757883561483766,0.9785
1251,1251,0.000376635179958118,0.979
1591,1591,0.00037790506448165395,0.9795
351,351,0.0003797650436485056,0.98
1478,1478,0.0003797878144817801,0.9805
1482,1482,0.00038237791864870196,0.981
890,890,0.0003836708644818776,0.9815
1833,1833,0.00038372286448207227,0.982
894,894,0.00038622886864858597,0.9825
1829,1829,0.0003870137561485798,0.983
152,152,0.00038705285455037787,0.9835
1586,1586,0.00038709391864855114,0.984
1243,1243,0.0003880617728151403,0.9845
1247,1247,0.00038837906448185855,0.985
342,342,0.00038841354364854697,0.9855
345,345,0.000388826043648538,0.986
348,348,0.000388826043648538,0.9865
339,339,0.0003890222936485388,0.987
886,886,0.0003933741061484808,0.9875
326,326,0.00039541553948185815,0.988
217,217,0.0003955930436485289,0.9885
1239,1239,0.0003958373561485651,0.989
243,243,0.0003959932936485333,0.9895
329,329,0.0003961745644818493,0.99
303,303,0.0003962245644818785,0.9905
220,220,0.00039649679364853196,0.991
336,336,0.0003971650436485341,0.9915
314,314,0.0003974341853152097,0.992
332,332,0.0003981521894818596,0.9925
246,246,0.0003985425436485168,0.993
230,230,0.0003990101478152097,0.9935
223,223,0.00039969754364854726,0.994
307,307,0.00040007577281520046,0.9945
1235,1235,0.00040094529364864684,0.995
249,249,0.0004010605436485515,0.9955
143,143,0.000402012506148533,0.996
323,323,0.0004020228436485418,0.9965
254,254,0.000402392439481869,0.997
311,311,0.00040295529364853255,0.9975
285,285,0.00040483435614857566,0.998
299,299,0.0004049015644818632,0.9985
295,295,0.0004070466686485197,0.999
195,195,0.0004090677728151859,0.9995
289,289,0.00041073477281519666,1.0
